hk1,添,テン、そ-える、そ-う,[],添
hkb,橋,キョウ、はし,[],橋
hkb,矯,キョウ、た-める,[],矯
hli ,風,フウ、（フ）、かぜ、（かざ）,[],風
hli,嵐,あらし,[],嵐
hlo,爪,つめ、（つま）,[],爪
hml ,斤,キン,[],斤
hml,匠,ショウ,[],匠
hml,哲,テツ,[],哲
hml,所,ショ、ところ,[],所
hml,折,セツ、お-る、おり、お-れる,[],折
hml,断,ダン、た-つ、ことわ-る,[],断
hml,新,シン、あたら-しい、あら-た、にい,[],新
hml,析,セキ,[],析
hml,祈,キ、いの-る,[],祈
hml,誓,セイ、ちか-う,[],誓
hml,質,シツ、シチ、（チ）,[],質
hml,近,キン、ちか-い,[],近
hml,逝,セイ、ゆ-く、い-く,[],逝
hmr,后,コウ,[],后
hmy ,斥,セキ,[],斥
hmy,訴,ソ、うった-える,[],訴
hn,冗,ジョウ,[],冗
hn,机,キ、つくえ,[],机
hn,肌,はだ,[],肌
hn,飢,キ、う-える,[],飢
hne,役,ヤク、エキ,[],役
hne,投,トウ、な-げる,[],投
hne,没,ボツ,[],没
hne,疫,エキ、（ヤク）,[],疫
hne,股,コ、また,[],股
hne,設,セツ、もう-ける,[],設
hne1 ,発,ハツ、ホツ,[],発
hne1,廃,ハイ、すた-れる、すた-る,[],廃
hni ,凡,ボン、（ハン）,[],凡
hni,帆,ハン、ほ,[],帆
hni,恐,キョウ、おそ-れる、おそ-ろしい,[],恐
hni,汎,ハン,[],汎
ho,八,ハチ、や、や-つ、やっ-つ、（よう）,[],八
hp,宅,タク,[],宅
hp,託,タク,[],託
hp,逓,テイ,[],逓
hpa,婚,コン,[],婚
hpm,低,テイ、ひく-い、ひく-める、ひく-まる,[],低
hpm,底,テイ、そこ,[],底
hpm,抵,テイ,[],抵
hpm,邸,テイ,[],邸
hq ,牛,ギュウ、うし,[],牛
hq,件,ケン,[],件
hq,牧,ボク、まき,[],牧
hq,看,カン,[],看
hqb ,制,セイ,[],制
hqb,製,セイ,[],製
hqi ,我,ガ、われ、わ,[],我
hqi,餓,ガ,[],餓
hqm ,生,セイ、ショウ、い-きる、い-かす、い-ける、う-まれる、う-む、お-う、は-える、は-やす、き、なま,[],生
hqm,姓,セイ、ショウ,[],姓
hqm,性,セイ、ショウ,[],性
hqm,星,セイ、（ショウ）、ほし,[],星
hqm,牲,セイ,[],牲
hqm,醒,セイ,[],醒
hqo ,失,シツ、うしな-う,[],失
hqo,秩,チツ,[],秩
hqo,迭,テツ,[],迭
hqu ,毛,モウ、け,[],毛
hqu,尾,ビ、お,[],尾
hqu,耗,モウ、（コウ）,[],耗
hrr,追,ツイ、お-う,[],追
hrr,阜,（フ）,[],阜
hs ,戸,コ、と,[],戸
hs,作,サク、サ、つく-る,[],作
hs,印,イン、しるし,[],印
hs,啓,ケイ,[],啓
hs,戻,レイ、もど-す、もど-る,[],戻
hs,扇,セン、おうぎ,[],扇
hs,涙,ルイ、なみだ,[],涙
hs,炉,ロ,[],炉
hs,肩,ケン、かた,[],肩
hs,雇,コ、やと-う,[],雇
hs,顧,コ、かえり-みる,[],顧
hs1,搾,サク、しぼ-る,[],搾
hs1,昨,サク,[],昨
hs1,詐,サ,[],詐
hs1,酢,サク、す,[],酢
hsb,偏,ヘン、かたよ-る,[],偏
hsb,編,ヘン、あ-む,[],編
hsb,遍,ヘン,[],遍
